229,229,229,229,229,229,229,229,229,0,0,0,0,0,0,0,229,229,228,229,229,229,229,229,
229,229,229,229,229,229,228,0,0,0,229,229,229,0,0,0,0,229,229,229,229,229,229,229,
229,229,229,229,229,229,0,0,0,229,229,229,229,229,0,1,0,0,230,229,228,229,229,229,
229,229,229,229,229,0,0,0,0,229,229,228,229,229,228,0,0,0,0,229,229,229,229,230,
229,229,229,230,229,0,0,0,1,229,229,229,229,229,229,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,0,0,0,0,229,229,228,228,229,228,0,0,0,0,229,229,229,229,229,
229,229,229,230,229,229,0,0,229,229,229,229,229,229,229,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,229,229,229,229,229,229,229,229,229,230,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,229,229,229,229,229,229,229,229,229,0,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,230,229,229,229,229,229,0,0,0,230,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,229,229,230,229,0,0,0,229,229,230,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,229,229,0,0,0,229,229,229,229,229,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,229,0,0,0,229,230,229,229,229,229,0,0,0,0,229,229,228,229,229,
229,229,229,229,229,0,1,0,229,229,229,229,229,229,229,0,0,0,0,229,230,229,229,229,
229,228,229,229,0,0,0,0,228,229,229,229,229,229,230,0,0,0,0,229,229,229,229,229,
229,229,229,229,0,0,0,0,229,229,229,229,229,229,229,0,0,0,0,229,229,229,229,229,
229,229,229,229,0,0,0,0,228,229,229,228,229,229,229,0,0,0,0,229,229,229,229,229,
229,229,229,229,0,0,0,0,229,229,229,229,229,229,0,0,0,0,0,229,229,229,229,229,
229,229,229,229,229,0,0,0,0,229,229,229,230,1,0,0,0,0,0,230,229,0,229,229,
229,229,229,229,229,0,0,0,0,0,0,0,0,229,229,0,0,0,0,0,0,229,229,229,
229,229,229,228,229,229,0,0,0,0,0,230,228,228,229,229,0,0,0,229,229,229,229,229,
229,229,229,229,229,230,229,230,229,229,229,229,229,229,229,229,229,229,229,229,229,228,229,229,
229,229,229,229,229,229,228,229,229,229,229,229,229,228,229,229,229,229,229,229,229,229,229,229,
229,229,229,229,229,229,228,230,229,229,229,229,228,229,229,229,229,229,229,229,229,230,229,229,
